,INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,DISTANCEONLY,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,PFTFAC,ICLEVEL,ENDOWBEGIN,UGDS,NPT4_PUB,NPT4_PRIV
3284,Wiley College,Marshall,TX,wileyc.edu,3,3,2,,0.0,16955.0,,13500.0,13500.0,0.6275,1,7377841.0,665.0,,9300.0
3285,Bridgerland Technical College,Logan,UT,btech.edu,1,1,1,,0.0,,8840.0,,,,3,,1562.0,7845.0,
3286,Brigham Young University,Provo,UT,byu.edu,3,4,2,0.5918,0.0,19220.0,,6120.0,6120.0,0.7137,1,2257760000.0,31642.0,,13522.0
3287,Brigham Young University-Hawaii,Laie,HI,byuh.edu,3,3,2,0.8769,0.0,20221.0,,6068.0,6068.0,1.0,1,150799000.0,2861.0,,14904.0
3288,Broadview College,West Jordan,UT,broadview.edu,2,4,3,,0.0,25786.0,,15435.0,15435.0,,1,,127.0,,23090.0
3289,Cameo College of Essential Beauty,Murray,UT,cameocollege.com,1,1,3,,0.0,,,,,,3,,287.0,,
3290,Collectiv Academy,Sandy,UT,collectivacademy.com,1,1,3,,0.0,,17336.0,,,,3,,28.0,,14442.0
3291,Davis Technical College,Kaysville,UT,davistech.edu,1,1,1,,0.0,,,,,,3,,2425.0,,
3292,Utah Tech University,Saint George,UT,utahtech.edu,3,4,1,,0.0,18413.0,,5862.0,16986.0,0.4193,1,16289723.0,8796.0,15298.0,
3293,Evans Hairstyling College-Cedar City,Cedar City,UT,evanscollege.com,1,1,3,,0.0,,10138.0,,,,2,,61.0,,6908.0
3294,Evans Hairstyling College-St George,Saint George,UT,evanscollege.com,1,1,3,,0.0,,9384.0,,,,2,,71.0,,3607.0
3295,Paul Mitchell the School-Salt Lake City,Holladay,UT,paulmitchell.edu/saltlakecity,1,1,3,,0.0,,15178.0,,,,3,,311.0,,12805.0
3296,Eagle Gate College-Murray,Murray,UT,eaglegatecollege.edu,3,4,3,,0.0,29999.0,,17112.0,17112.0,0.4762,1,,285.0,,24749.0
3297,Ensign College,Salt Lake City,UT,ensign.edu,2,2,2,,0.0,11607.0,,3656.0,3656.0,0.0675,1,18018000.0,2663.0,,9714.0
3298,Ogden-Weber Technical College,Ogden,UT,otech.edu,1,1,1,,0.0,,7906.0,,,,3,,2094.0,1569.0,
3299,Snow College,Ephraim,UT,snow.edu,2,3,1,,0.0,11691.0,,4000.0,13476.0,1.0,1,10667529.0,3672.0,8049.0,
3300,Southern Utah University,Cedar City,UT,suu.edu,3,4,1,0.8873,0.0,19958.0,,6726.0,20542.0,0.7293,1,30666928.0,9297.0,13095.0,
3301,Uintah Basin Technical College,Roosevelt,UT,ubtech.edu,1,1,1,,0.0,,,,,,3,,245.0,,
3302,Utah State University,Logan,UT,usu.edu,3,4,1,0.9263,0.0,20239.0,,8960.0,24080.0,0.9695,1,436491736.0,20516.0,13233.0,
3303,Utah Valley University,Orem,UT,uvu.edu,2,4,1,,0.0,14455.0,,6010.0,17092.0,0.4632,1,60659858.0,27489.0,9464.0,
3304,Salt Lake Community College,Salt Lake City,UT,slcc.edu,2,2,1,,0.0,11623.0,,4086.0,12734.0,0.236,2,8530921.0,18373.0,6919.0,
3305,University of Utah,Salt Lake City,UT,utah.edu,3,4,1,0.9497,0.0,20616.0,,8893.0,28345.0,0.9796,1,1071908000.0,24850.0,12867.0,
3306,Weber State University,Ogden,UT,weber.edu,2,4,1,,0.0,15319.0,,6228.0,16644.0,0.9463,1,162309009.0,15944.0,10289.0,
3307,Westminster College,Salt Lake City,UT,westminstercollege.edu,3,4,2,0.7573,0.0,53106.0,,39200.0,39200.0,1.0,1,80547250.0,1153.0,,25901.0
3308,Bennington College,Bennington,VT,bennington.edu,3,4,2,0.6692,0.0,78764.0,,59638.0,59638.0,0.4478,1,28959386.0,735.0,,28502.0
3309,Castleton University,Castleton,VT,castleton.edu,3,4,1,0.8729,0.0,25496.0,,13078.0,30046.0,1.0,1,,1622.0,17575.0,
3310,Champlain College,Burlington,VT,champlain.edu,3,4,2,0.6243,0.0,60350.0,,42984.0,42984.0,1.0,1,23894479.0,3170.0,,33681.0
3311,Community College of Vermont,Montpelier,VT,ccv.edu,2,2,1,,0.0,16629.0,,6920.0,13640.0,,2,,3754.0,10113.0,
3312,Goddard College,Plainfield,VT,goddard.edu,3,4,2,1.0,0.0,35596.0,,19147.0,19147.0,1.0,1,816691.0,146.0,,26622.0
3313,Northern Vermont University,Johnson,VT,northernvermont.edu,3,4,1,0.7539,0.0,25214.0,,12804.0,26892.0,1.0,1,,1320.0,15580.0,
3314,Middlebury College,Middlebury,VT,middlebury.edu,3,4,2,0.1345,0.0,76946.0,,59770.0,59770.0,0.8837,1,994205788.0,2837.0,,29047.0
3315,Norwich University,Northfield,VT,norwich.edu,3,4,2,0.8677,0.0,60418.0,,44020.0,44020.0,0.4558,1,216106000.0,2924.0,,25897.0
3316,O'Briens Aveda Institute,Williston,VT,obriensavedainstitute.org,1,1,3,,0.0,,24804.0,,,,3,,45.0,,21029.0
3317,Saint Michael's College,Colchester,VT,smcvt.edu,3,4,2,0.8588,0.0,63368.0,,48690.0,48690.0,1.0,1,77654939.0,1415.0,,26403.0
3318,SIT Graduate Institute,Brattleboro,VT,sit.edu,4,4,2,,0.0,,,,,0.6667,1,46646804.0,0.0,,
3319,Sterling College,Craftsbury Common,VT,sterlingcollege.edu,3,3,2,1.0,0.0,52300.0,,39200.0,39200.0,1.0,1,1063733.0,108.0,,18288.0
3320,Vermont Law and Graduate School,South Royalton,VT,vermontlaw.edu,4,4,2,,0.0,,,,,0.9123,1,10847691.0,,,
3321,Vermont Technical College,Randolph,VT,vtc.edu,2,4,1,0.5568,0.0,27624.0,,16082.0,29498.0,1.0,1,,1177.0,21839.0,
3322,University of Vermont,Burlington,VT,uvm.edu,3,4,1,0.6351,0.0,33877.0,,19002.0,43890.0,0.7479,1,562493000.0,11081.0,18814.0,
3323,Paul Mitchell the School-Roanoke,Roanoke,VA,paulmitchell.edu/roanoke,1,1,3,,0.0,,18845.0,,,,3,,107.0,,14937.0
3324,Advanced Technology Institute,Virginia Beach,VA,auto.edu,1,2,3,0.5945,0.0,24191.0,,13200.0,13200.0,0.7,2,,466.0,,20629.0
3325,Averett University,Danville,VA,averett.edu,3,4,2,0.4772,0.0,49727.0,,37050.0,37050.0,1.0,1,26102289.0,1094.0,,22914.0
3326,Blue Ridge Community College,Weyers Cave,VA,brcc.edu,1,2,1,,0.0,15211.0,,5364.0,11367.0,0.3963,2,8715158.0,2428.0,9160.0,
3327,Bluefield University,Bluefield,VA,bluefield.edu,3,4,2,0.7225,0.0,38279.0,,28870.0,28870.0,1.0,1,6592155.0,628.0,,18903.0
3328,Bridgewater College,Bridgewater,VA,bridgewater.edu,3,4,2,0.7509,0.0,52587.0,,38460.0,38460.0,0.7444,1,91444920.0,1426.0,,19119.0
3329,William & Mary,Williamsburg,VA,wm.edu,3,4,1,0.3654,0.0,40034.0,,23812.0,47038.0,0.8092,1,967685235.0,6521.0,18650.0,
3330,Regent University,Virginia Beach,VA,regent.edu,3,4,2,0.4071,0.0,30130.0,,18820.0,18820.0,0.7228,1,69525000.0,4246.0,,17120.0
3331,Central School of Practical Nursing,Norfolk,VA,npsk12.com/domain/980,1,1,1,,0.0,,13551.0,,,,3,,20.0,8710.0,
3332,Central Virginia Community College,Lynchburg,VA,centralvirginia.edu,1,2,1,,0.0,10864.0,,4838.0,10841.0,0.2893,2,1685270.0,1997.0,4556.0,
3333,Christopher Newport University,Newport News,VA,cnu.edu,3,4,1,0.8854,0.0,31340.0,,14924.0,27790.0,0.6341,1,39167125.0,4463.0,25031.0,
3334,Allegiance Beauty School,Norfolk,VA,absbeautyschool.edu,1,1,3,,0.0,,,,,,3,,12.0,,
3335,Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,bryantstratton.edu,2,3,3,,0.0,23075.0,,18087.0,18087.0,0.2538,1,,1239.0,,17321.0
3336,Mountain Gateway Community College,Clifton Forge,VA,mgcc.edu,1,2,1,,0.0,12077.0,,4710.0,10713.0,0.3026,2,7205113.0,511.0,6089.0,
3337,Danville Community College,Danville,VA,danville.edu,1,2,1,,0.0,12336.0,,4725.0,10728.0,0.4154,2,10483577.0,1312.0,7533.0,
3338,Eastern Virginia Medical School,Norfolk,VA,evms.edu,4,4,1,,0.0,,,,,0.9508,1,115609035.0,,,
3339,Centura College-Virginia Beach,Virginia Beach,VA,centuracollege.edu/campuses/virginia-beach,1,3,3,,0.0,30323.0,,16637.0,16637.0,,1,,113.0,,25618.0
3340,Emory & Henry College,Emory,VA,ehc.edu,3,4,2,0.8721,0.0,51815.0,,35165.0,35165.0,0.9818,1,91060429.0,1072.0,,19053.0
3341,Eastern Mennonite University,Harrisonburg,VA,emu.edu,3,4,2,0.9523,0.0,52686.0,,39990.0,39990.0,0.9588,1,32765796.0,916.0,,22424.0
3342,Eastern Shore Community College,Melfa,VA,es.vccs.edu,1,2,1,,0.0,10612.0,,4800.0,10803.0,0.4167,2,1129302.0,393.0,6854.0,
3343,Ferrum College,Ferrum,VA,ferrum.edu,3,3,2,0.7642,0.0,52197.0,,36830.0,36830.0,1.0,1,52375161.0,860.0,,22021.0
3344,George Mason University,Fairfax,VA,www2.gmu.edu,3,4,1,0.913,0.0,25643.0,,13119.0,36579.0,0.517,1,138038291.0,26339.0,18581.0,
3345,Germanna Community College,Locust Grove,VA,germanna.edu,2,2,1,,0.0,11239.0,,4913.0,10916.0,0.3312,2,3497218.0,5261.0,6380.0,
3346,Hampden-Sydney College,Hampden-Sydney,VA,hsc.edu,3,3,2,0.3681,0.0,65088.0,,49504.0,49504.0,0.9151,1,188784665.0,851.0,,24701.0
3347,Hampton University,Hampton,VA,hamptonu.edu,3,4,2,0.8012,0.0,46189.0,,29312.0,29312.0,1.0,1,280598089.0,2855.0,,40395.0
3348,Hollins University,Roanoke,VA,hollins.edu,3,4,2,0.7472,0.0,56542.0,,40170.0,40170.0,0.6735,1,174608039.0,713.0,,22664.0
3349,J Sargeant Reynolds Community College,Richmond,VA,reynolds.edu,2,2,1,,0.0,11250.0,,3998.0,8800.0,0.2824,2,12375217.0,5299.0,5344.0,
3350,James Madison University,Harrisonburg,VA,jmu.edu,3,4,1,0.8625,0.0,28545.0,,12638.0,29564.0,0.8077,1,116670157.0,19743.0,22431.0,
3351,Brightpoint Community College,Chester,VA,brightpoint.edu,2,2,1,,0.0,11822.0,,4800.0,10803.0,0.3287,2,6590560.0,5386.0,5910.0,
3352,Liberty University,Lynchburg,VA,liberty.edu,3,4,2,0.9928,0.0,39838.0,,22713.0,22713.0,0.3504,1,1714462564.0,47179.0,,28561.0
3353,Longwood University,Farmville,VA,longwood.edu,3,4,1,0.8998,0.0,29430.0,,14334.0,25730.0,1.0,1,72706045.0,3200.0,18974.0,
3354,Laurel Ridge Community College,Middletown,VA,laurelridge.edu,2,2,1,,0.0,11835.0,,4739.0,10742.0,0.2246,2,13325818.0,3180.0,8256.0,
3355,University of Lynchburg,Lynchburg,VA,lynchburg.edu,3,4,2,0.9687,0.0,55718.0,,33500.0,33500.0,0.6589,1,109345579.0,1614.0,,24265.0
3356,Centra College,Lynchburg,VA,centrahealth.com/college,2,3,2,0.8333,0.0,34909.0,,12664.0,12664.0,0.5455,1,227329.0,304.0,,28887.0
3357,Mary Baldwin University,Staunton,VA,marybaldwin.edu,3,4,2,,0.0,42683.0,,31140.0,31140.0,0.3019,1,30808446.0,1458.0,,17514.0
3358,University of Mary Washington,Fredericksburg,VA,umw.edu,3,4,1,0.8192,0.0,28642.0,,13830.0,30256.0,0.6722,1,58837581.0,3624.0,22547.0,
3359,Marymount University,Arlington,VA,marymount.edu,3,4,2,0.8366,0.0,48583.0,,36050.0,36050.0,0.4761,1,47701014.0,1891.0,,26300.0
3360,Sovah School of Health Professions,Danville,VA,sovahhealth.com/school-of-health-professions,2,2,3,,0.0,,,,,,2,,19.0,,
3361,Mountain Empire Community College,Big Stone Gap,VA,mecc.edu,1,2,1,,0.0,14364.0,,4710.0,10713.0,0.3839,2,28174587.0,1268.0,8339.0,
3362,American National University,Salem,VA,an.edu/locations,1,4,3,,0.0,23429.0,,10288.0,10288.0,,1,,868.0,,16925.0
3363,New River Community College,Dublin,VA,nr.edu,2,2,1,,0.0,11837.0,,4697.0,10699.0,0.3063,2,15321503.0,1954.0,6346.0,
3364,Sentara College of Health Sciences,Chesapeake,VA,sentara.edu,3,4,2,,0.0,,,,,1.0,1,1504332.0,260.0,,
3365,Tidewater Tech-Trades,Norfolk,VA,tidewatertechtrades.edu,1,1,3,,0.0,29822.0,,16337.0,16337.0,,3,,466.0,,25042.0
3366,Norfolk State University,Norfolk,VA,nsu.edu,3,4,1,0.8864,0.0,25288.0,,9622.0,20790.0,1.0,1,30241487.0,5004.0,12643.0,
3367,Northern Virginia Community College,Annandale,VA,nvcc.edu,2,2,1,,0.0,15746.0,,5565.0,11648.0,0.3542,2,9005550.0,32902.0,9884.0,
3368,Old Dominion University,Norfolk,VA,odu.edu,3,4,1,0.9623,0.0,26170.0,,10800.0,30960.0,0.9545,1,276430564.0,18429.0,16948.0,
3369,Patrick & Henry Community College,Martinsville,VA,patrickhenry.edu,2,2,1,,0.0,10902.0,,4720.0,10723.0,0.2803,2,9484755.0,1402.0,4222.0,
3370,Paul D Camp Community College,Franklin,VA,pdc.edu,2,2,1,,0.0,10382.0,,4730.0,10733.0,0.2235,2,545868.0,618.0,5716.0,
3371,Southside College of Health Sciences,Colonial Heights,VA,schs.edu,2,2,2,,0.0,,,,,0.7778,2,,107.0,,
3372,Piedmont Virginia Community College,Charlottesville,VA,pvcc.edu,1,2,1,,0.0,12073.0,,4790.0,10793.0,0.2962,2,11737668.0,3039.0,7193.0,
3373,Radford University,Radford,VA,radford.edu,3,4,1,0.9531,0.0,25021.0,,11542.0,23624.0,0.7091,1,58651450.0,6437.0,16605.0,
3374,Sylvain Melloul International Hair Academy,Lynchburg,VA,smiha.edu,1,1,3,,0.0,,21104.0,,,,3,,146.0,,16008.0
3375,Randolph-Macon College,Ashland,VA,rmc.edu,3,3,2,0.8382,0.0,57343.0,,45150.0,45150.0,0.665,1,171152273.0,1490.0,,25969.0
3376,Randolph College,Lynchburg,VA,randolphcollege.edu,3,4,2,0.938,0.0,40972.0,,26890.0,26890.0,1.0,1,145727000.0,475.0,,21985.0
3377,Rappahannock Community College,Glenns,VA,rappahannock.edu,1,2,1,,0.0,12182.0,,4820.0,10823.0,0.2263,2,11286674.0,1216.0,6158.0,
3378,Fortis College-Norfolk,Norfolk,VA,fortisedu.info/cig-vabeach.php,1,2,3,,0.0,35066.0,,16305.0,16305.0,0.4412,2,,441.0,,30427.0
3379,Richard Bland College,South Prince George,VA,rbc.edu,2,2,1,0.7217,0.0,19928.0,,8160.0,14130.0,0.4714,2,6700584.0,1243.0,12995.0,
3380,Bon Secours Memorial College of Nursing,Richmond,VA,bsmcon.edu,3,3,2,,0.0,,,,,0.7917,1,226462.0,427.0,,
3381,University of Richmond,University of Richmond,VA,richmond.edu,3,4,2,0.2877,0.0,72285.0,,58570.0,58570.0,0.6317,1,2405602000.0,3098.0,,29232.0
3382,Riverside College of Health Careers,Newport News,VA,riversideonline.com/careers/college-of-health-careers,2,2,2,1.0,0.0,22400.0,,17600.0,17600.0,0.7209,1,,322.0,,16585.0
3383,Roanoke College,Salem,VA,roanoke.edu,3,3,2,0.8038,0.0,63473.0,,48330.0,48330.0,0.8421,1,149060120.0,1837.0,,27541.0
3384,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,smhsomi.edu,1,1,2,,0.0,,,,,,2,,33.0,,
3385,Shenandoah University,Winchester,VA,su.edu,3,4,2,0.7435,0.0,48810.0,,34490.0,34490.0,0.5828,1,68448014.0,2122.0,,29380.0
3386,Southeastern Free Will Baptist Bible College,Wendell,NC,sfwbc.edu,3,3,2,,0.0,19936.0,,10460.0,10460.0,,1,,61.0,,13883.0
3387,Southern Virginia University,Buena Vista,VA,svu.edu,3,3,2,0.9951,0.0,31000.0,,17960.0,17960.0,0.8082,1,1511296.0,1066.0,,21387.0
3388,Southside Virginia Community College,Alberta,VA,southside.edu,1,2,1,,0.0,12363.0,,4695.0,10698.0,0.3133,2,3545149.0,1575.0,6412.0,
3389,Southwest Virginia Community College,Cedar Bluff,VA,sw.edu,2,2,1,,0.0,14162.0,,4703.0,10706.0,0.3664,2,2455777.0,1554.0,8120.0,
3390,Staunton School of Cosmetology,Staunton,VA,hairstylingschool.com,1,1,3,,0.0,,16088.0,,,,3,,44.0,,13183.0
3391,Strayer University-Virginia,Arlington,VA,strayer.edu/campus-locations/virginia/arlington,3,4,3,,0.0,25041.0,,13515.0,13515.0,0.16,1,,2594.0,,22544.0
3392,Sweet Briar College,Sweet Briar,VA,sbc.edu,3,4,2,0.8003,0.0,39985.0,,23080.0,23080.0,0.75,1,63967642.0,451.0,,19661.0
3393,Virginia Peninsula Community College,Hampton,VA,vpcc.edu,2,2,1,,0.0,12511.0,,4806.0,10809.0,0.2382,2,6650359.0,4327.0,6068.0,
3394,Tidewater Community College,Norfolk,VA,tcc.edu,2,2,1,,0.0,13065.0,,5561.0,11564.0,0.3177,2,3224425.0,13610.0,7660.0,
3395,Union Presbyterian Seminary,Richmond,VA,upsem.edu,4,4,2,,0.0,,,,,0.8929,1,142594695.0,,,
3396,University of Virginia's College at Wise,Wise,VA,uvawise.edu,3,3,1,0.8337,0.0,23170.0,,11162.0,30672.0,1.0,1,112225024.0,1102.0,9784.0,
3397,Virginia Highlands Community College,Abingdon,VA,vhcc.edu,1,2,1,,0.0,11907.0,,4710.0,10713.0,0.2879,2,3915196.0,1718.0,6129.0,
3398,Virginia Polytechnic Institute and State University,Blacksburg,VA,vt.edu,3,4,1,0.5647,0.0,27755.0,,14174.0,33857.0,0.9838,1,1329400000.0,29699.0,20927.0,
3399,Virginia Western Community College,Roanoke,VA,virginiawestern.edu,2,2,1,,0.0,11923.0,,5355.0,11358.0,0.295,2,17417147.0,3535.0,6042.0,
3400,Virginia Commonwealth University,Richmond,VA,vcu.edu,3,4,1,0.9277,0.0,31917.0,,15319.0,36657.0,0.6396,1,1992337915.0,20918.0,18904.0,
3401,University of Virginia-Main Campus,Charlottesville,VA,virginia.edu,3,4,1,0.2074,0.0,32289.0,,19244.0,53626.0,0.9574,1,7146475548.0,17041.0,20507.0,
3402,Virginia Military Institute,Lexington,VA,vmi.edu,3,3,1,0.6391,0.0,32420.0,,19670.0,48324.0,1.0,1,516875631.0,1652.0,21325.0,
3403,Asher Institute of Hampton,Hampton,VA,aiofhampton.edu,1,1,3,,0.0,,23488.0,,,,3,,34.0,,18234.0
3404,Virginia University of Lynchburg,Lynchburg,VA,vul.edu,3,0,2,,0.0,14566.0,,10136.0,10136.0,0.25,1,1688314.0,217.0,,7691.0
3405,Virginia State University,Petersburg,VA,vsu.edu,3,4,1,0.9608,0.0,23673.0,,9154.0,20909.0,0.6587,1,56939443.0,3886.0,15359.0,
3406,Virginia Union University,Richmond,VA,vuu.edu,3,4,2,0.9378,0.0,26902.0,,13530.0,13530.0,1.0,1,32618729.0,1190.0,,18052.0
3407,Virginia Wesleyan University,Virginia Beach,VA,vwu.edu,3,4,2,0.8637,0.0,50319.0,,36910.0,36910.0,0.6735,1,58765586.0,1190.0,,21339.0
3408,Washington and Lee University,Lexington,VA,wlu.edu,3,4,2,0.1885,0.0,77600.0,,59380.0,59380.0,0.7595,1,1630163000.0,1850.0,,27417.0
3409,Wytheville Community College,Wytheville,VA,wcc.vccs.edu,1,2,1,,0.0,8811.0,,4725.0,10728.0,0.3261,2,6693159.0,1188.0,1706.0,
3410,Bellevue College,Bellevue,WA,bellevuecollege.edu,2,3,1,,0.0,15616.0,,4057.0,9594.0,0.357,1,11608886.0,9752.0,7929.0,
3411,Bellingham Technical College,Bellingham,WA,btc.edu,1,3,1,,0.0,8265.0,,4004.0,5227.0,1.0,1,3325707.0,1706.0,3799.0,
3412,Big Bend Community College,Moses Lake,WA,bigbend.edu,2,2,1,,0.0,14810.0,,4629.0,5098.0,1.0,1,3266206.0,1696.0,6139.0,
3413,Central Washington University,Ellensburg,WA,cwu.edu,3,4,1,0.8845,0.0,25200.0,,8685.0,25213.0,0.6609,1,40743517.0,9508.0,17234.0,
3414,Centralia College,Centralia,WA,centralia.edu,2,3,1,,0.0,16333.0,,4770.0,5239.0,1.0,1,12375618.0,1616.0,7261.0,
3415,City University of Seattle,Seattle,WA,cityu.edu,3,4,2,,0.0,,,,,0.0804,1,2721880.0,1004.0,,
3416,Paul Mitchell the School-Richland,Richland,WA,paulmitchell.edu/richland,1,1,3,,0.0,,22619.0,,,,3,,286.0,,18369.0
3417,Clark College,Vancouver,WA,clark.edu,2,3,1,,0.0,14419.0,,4529.0,10133.0,0.9785,1,64630667.0,5874.0,7677.0,
3418,Clover Park Technical College,Lakewood,WA,cptc.edu,1,3,1,,0.0,13720.0,,5740.0,5740.0,0.9947,1,1286422.0,1184.0,6181.0,
3419,Columbia Basin College,Pasco,WA,columbiabasin.edu,2,3,1,,0.0,16056.0,,5755.0,7484.0,0.9907,1,17965221.0,5301.0,8759.0,
3420,Cornish College of the Arts,Seattle,WA,cornish.edu,3,3,2,0.6381,0.0,50544.0,,35486.0,35486.0,0.3654,1,8878995.0,428.0,,37135.0
3421,Divers Institute of Technology,Seattle,WA,diversinstitute.edu,1,1,3,,0.0,,42087.0,,,,3,,247.0,,39119.0
3422,Eastern Washington University,Cheney,WA,ewu.edu,3,4,1,0.9707,0.0,21565.0,,7922.0,25748.0,0.7852,1,33530654.0,7589.0,12801.0,
3423,Edmonds College,Lynnwood,WA,edmonds.edu,2,3,1,,0.0,15438.0,,4209.0,9746.0,0.958,1,3041294.0,3839.0,7417.0,
3424,Everett Community College,Everett,WA,everettcc.edu,2,2,1,,0.0,15266.0,,4062.0,9597.0,1.0,2,4159332.0,6484.0,8170.0,
3425,Paroba College of Cosmetology,Everett,WA,paroba.edu,1,1,3,,0.0,,25796.0,,,,3,,92.0,,24915.0
3426,The Evergreen State College,Olympia,WA,evergreen.edu,3,4,1,0.9946,0.0,24865.0,,8529.0,29172.0,0.7354,1,17484382.0,1819.0,21048.0,
3427,Pierce College District,Lakewood,WA,pierce.ctc.edu,2,3,1,,0.0,13453.0,,4356.0,4818.0,0.9863,1,721202.0,6407.0,6861.0,
3428,Glen Dow Academy of Hair Design,Spokane,WA,glendow.com,1,1,3,,0.0,,15359.0,,,,3,,105.0,,10650.0
3429,Gonzaga University,Spokane,WA,gonzaga.edu,3,4,2,0.7615,0.0,61828.0,,48470.0,48470.0,0.5819,1,313733000.0,4962.0,,30828.0
3430,Grays Harbor College,Aberdeen,WA,ghc.edu,2,3,1,,0.0,14868.0,,4503.0,10040.0,0.9841,1,12040575.0,1297.0,7134.0,
3431,Green River College,Auburn,WA,greenriver.edu,2,3,1,,0.0,15763.0,,4332.0,4794.0,1.0,1,18932067.0,6330.0,8573.0,
3432,Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,evergreenbeauty.edu,1,1,3,,0.0,,17469.0,,,,3,,110.0,,15344.0
3433,Heritage University,Toppenish,WA,heritage.edu,3,4,2,,0.0,24814.0,,18500.0,18500.0,0.3681,1,26990421.0,805.0,,5981.0
3434,Highline College,Des Moines,WA,highline.edu,2,3,1,,0.0,15719.0,,4344.0,4813.0,0.9699,1,,4254.0,8095.0,
3435,International Air and Hospitality Academy,Vancouver,WA,aha.edu,1,1,3,,0.0,,16409.0,,,,3,,158.0,,13252.0
3436,Bastyr University,Kenmore,WA,bastyr.edu,3,4,2,,0.0,,,,,0.4462,1,4183186.0,67.0,,
3437,Highlights Beauty Schools,Mountlake Terrace,WA,genejuarezacademy.edu,1,1,3,,0.0,,19829.0,,,,3,,101.0,,11979.0
3438,Bates Technical College,Tacoma,WA,batestech.edu,1,2,1,,0.0,14934.0,,6516.0,13283.0,0.976,2,2668335.0,703.0,8457.0,
3439,Lake Washington Institute of Technology,Kirkland,WA,lwtech.edu,1,3,1,,0.0,14635.0,,4609.0,10146.0,0.9892,1,501381.0,1522.0,8075.0,
3440,Lower Columbia College,Longview,WA,lowercolumbia.edu,2,3,1,,0.0,13690.0,,4182.0,5403.0,0.9863,1,14343076.0,1997.0,6625.0,
3441,BJ's Beauty & Barber College,Tacoma,WA,bjsbeautyandbarbercollege.com,1,1,3,,0.0,,30741.0,,,,3,,39.0,,16406.0
3442,North Seattle College,Seattle,WA,northseattle.edu,1,3,1,,0.0,13846.0,,4799.0,4799.0,1.0,1,7384294.0,2914.0,4988.0,
3443,Northwest University,Kirkland,WA,northwestu.edu,3,4,2,0.9598,0.0,45863.0,,33980.0,33980.0,0.2804,1,9605000.0,754.0,,23046.0
3444,Olympic College,Bremerton,WA,olympic.edu,2,3,1,,0.0,14252.0,,4095.0,9633.0,0.9699,1,16343463.0,4122.0,6873.0,
3445,Perry Technical Institute,Yakima,WA,perrytech.edu,1,2,2,,0.0,,24175.0,,,0.9615,2,6500918.0,867.0,,19067.0
3446,Pacific Lutheran University,Tacoma,WA,plu.edu,3,4,2,0.8839,0.0,57587.0,,48226.0,48226.0,0.6705,1,100855000.0,2331.0,,21023.0
3447,Peninsula College,Port Angeles,WA,pencol.edu,2,3,1,,0.0,12007.0,,4317.0,4779.0,0.9787,1,4632378.0,1191.0,3742.0,
3448,University of Puget Sound,Tacoma,WA,pugetsound.edu,3,4,2,0.883,0.0,60204.0,,55670.0,55670.0,0.7711,1,378614000.0,1866.0,,23215.0
3449,Renton Technical College,Renton,WA,rtc.edu,1,3,1,,0.0,13917.0,,5671.0,6131.0,1.0,1,1530239.0,1056.0,5150.0,
3450,Saint Martin's University,Lacey,WA,stmartin.edu,3,4,2,0.7162,0.0,54082.0,,40690.0,40690.0,0.4521,1,26633167.0,1347.0,,21312.0
3451,South Seattle College,Seattle,WA,southseattle.edu,2,3,1,,0.0,15454.0,,4831.0,4831.0,0.9706,1,8662393.0,1808.0,6853.0,
3452,Seattle Central College,Seattle,WA,seattlecentral.edu,2,3,1,,0.0,14359.0,,4670.0,4670.0,0.9869,1,9728867.0,3325.0,5952.0,
3453,Seattle Pacific University,Seattle,WA,spu.edu,3,4,2,0.9195,0.0,63197.0,,35646.0,35646.0,0.5102,1,122286000.0,2611.0,,24578.0
3454,Seattle University,Seattle,WA,seattleu.edu,3,4,2,0.8212,0.0,64819.0,,49335.0,49335.0,0.7102,1,238887506.0,4233.0,,35518.0
3455,Shoreline Community College,Shoreline,WA,shoreline.edu,2,2,1,,0.0,14675.0,,4166.0,7013.0,0.9898,2,3474352.0,2719.0,7205.0,
3456,Skagit Valley College,Mount Vernon,WA,skagit.edu,2,3,1,,0.0,14065.0,,4431.0,7507.0,1.0,1,15531851.0,2987.0,7359.0,
3457,South Puget Sound Community College,Olympia,WA,spscc.edu,2,2,1,,0.0,14095.0,,4795.0,10428.0,1.0,2,8367191.0,3450.0,7491.0,
3458,Spokane Community College,Spokane,WA,scc.spokane.edu,2,3,1,,0.0,11706.0,,3826.0,5135.0,0.9951,1,7996358.0,4789.0,4933.0,
3459,Spokane Falls Community College,Spokane,WA,sfcc.spokane.edu,2,3,1,,0.0,12252.0,,3826.0,5135.0,1.0,1,3034544.0,3646.0,5939.0,
3460,Stylemaster College of Hair Design,Longview,WA,stylemasters.edu,1,1,3,,0.0,,12412.0,,,,3,,36.0,,7514.0
3461,Tacoma Community College,Tacoma,WA,tacomacc.edu,2,3,1,,0.0,13296.0,,4929.0,10391.0,0.9935,1,5697978.0,4945.0,7291.0,
